#FILE	NUM_FOUND	BAS_RS06430	BAS_RS10590*	BAS_RS10600	EF0485	EF0818	EF3023	KP1_RS17345	KP1_RS17355	ace	acm	acrA	acrB	alo	asbA	asbB	asbC	asbD	asbE	asbF	bopD	clpV/tssH	cpsA/uppS	cpsB/cdsA	cpsC	cpsD	cpsE	cpsF	cpsG	cpsH	cpsI	cpsJ	cpsK	cytK	dhbA	dhbB	dhbC	dhbE	dhbF	dotU/tssL	ebpA	ebpB	ebpC	efaA	entA	entB	entC	entE	entF	entS	essC	esxB	fepA	fepB	fepC	fepD	fepG	fes	fimA	fimB	fimC	fimD	fimE	fimF	fimG	fimH	fimI	fimK	fsrA	fsrB	fsrC	fur	galF	gelE	gndA	hblA	hblC	hblD	hcp/tssD	icl	icmF/tssM	ilsA	impA/tssA	inhA	iroE	iutA	mrkA	mrkB	mrkC	mrkD	mrkF	mrkH	mrkI	mrkJ	nheA	nheB	nheC	ompA	prgB/asc10	rcsA	rcsB	rpoS	sciN/tssJ	scm	sgrA	sprE	srtC	tssF	tssG	ugd	vasE/tssK	vgrG/tssI	vipA/tssB	vipB/tssC	yagV/ecpE	yagW/ecpD	yagX/ecpC	yagY/ecpB	yagZ/ecpA	ykgK/ecpR
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00157641_AMT60212.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00157641_CPP6002.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_AMT-62212.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_AMT-62411.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_AMT-86116.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_AMT-912711.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_F1493.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_GS200142.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_K200742.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
/mnt/f/WGS_Consolidated/abricate_out/vfdb/HN00158226_TJ3-03.tab	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
